Nom,Id_Club,Club,Catégorie,Volee_1_Score_1,Volee_1_Score_2,Volee_1_Score_3,Volee_1_Score_4,Volee_1_Score_5,Volee_1_Score_6,Volee_2_Score_1,Volee_2_Score_2,Volee_2_Score_3,Volee_2_Score_4,Volee_2_Score_5,Volee_2_Score_6,Volee_3_Score_1,Volee_3_Score_2,Volee_3_Score_3,Volee_3_Score_4,Volee_3_Score_5,Volee_3_Score_6,Volee_4_Score_1,Volee_4_Score_2,Volee_4_Score_3,Volee_4_Score_4,Volee_4_Score_5,Volee_4_Score_6,Volee_5_Score_1,Volee_5_Score_2,Volee_5_Score_3,Volee_5_Score_4,Volee_5_Score_5,Volee_5_Score_6,Volee_6_Score_1,Volee_6_Score_2,Volee_6_Score_3,Volee_6_Score_4,Volee_6_Score_5,Volee_6_Score_6
Henninot Guillaume,0895293,Sarcelles,CO S1H,X,X,10,10,9,8,X,X,10,9,8,8,X,X,X,10,9,9,9,9,9,9,8,8,10,10,10,9,9,8,X,X,9,9,9,8
Vrillaud Frizziero Celian,0893225,Neuilly Sur Marne,CO U21H,X,X,10,9,8,7,10,10,10,9,9,8,X,X,10,10,9,8,X,10,9,9,9,8,10,10,10,9,9,9,10,10,9,9,9,8
Vrillaud Frizziero Celian,0893225,Neuilly Sur Marne,CO U21H,10,9,9,9,9,9,X,10,9,9,9,7,X,10,9,9,9,8,X,X,10,9,9,9,10,10,9,9,9,8,9,9,9,9,9,8
Berthet Dylan,1306038,Nice Ac,CO S1H,X,10,9,9,9,8,X,X,10,10,9,9,10,10,10,9,9,9,X,10,9,9,9,9,10,10,10,9,9,9,10,10,10,9,9,9
Berthet Dylan,1306038,Nice Ac,CO S1H,10,10,9,9,9,9,X,X,10,10,9,9,X,10,10,10,9,9,X,10,10,9,9,8,X,10,9,9,9,8,X,9,9,9,9,8
Junker Alexandre,0895293,Sarcelles,CO S1H,X,X,10,9,9,9,X,10,10,10,9,9,X,X,X,X,10,10,10,10,10,10,9,9,X,10,10,10,10,8,X,10,10,9,9,9
Junker Alexandre,0895293,Sarcelles,CO S1H,X,X,10,10,9,9,X,X,X,10,9,9,X,10,10,9,9,9,X,X,10,10,10,9,10,10,9,9,9,9,X,9,9,9,8,8
Bega Thierry,1086189,Smarves,CO S2H,X,10,9,7,6,M,10,8,7,7,7,5,X,9,9,9,8,7,9,9,8,8,8,M,9,9,9,8,8,8,10,8,8,8,8,7
Bega Thierry,1086189,Smarves,CO S2H,10,9,9,8,8,M,X,10,9,9,8,8,X,10,10,8,7,7,10,10,9,9,8,5,9,8,8,7,7,5,9,9,9,9,7,5
Menard Luke,1306038,Nice Ac,CO S1H,X,X,9,9,9,9,10,10,9,9,9,9,10,10,10,9,9,9,X,10,10,9,9,9,X,10,9,9,9,9,10,10,9,9,9,9
Menard Luke,1306038,Nice Ac,CO S1H,X,X,X,10,9,8,X,10,10,9,9,9,X,X,10,9,9,8,X,X,10,9,9,9,X,9,9,9,9,8,10,10,9,9,8,7
Marin-Lafleche Kevin,0895293,Sarcelles,CO S2H,X,10,10,9,8,7,X,10,10,10,8,8,10,10,10,9,9,9,X,10,9,9,9,8,X,X,10,9,9,9,10,10,10,9,8,8
Marin-Lafleche Kevin,0895293,Sarcelles,CO S2H,X,9,9,8,8,7,10,10,9,9,8,8,10,10,10,10,10,8,X,10,10,9,9,8,X,10,10,9,9,8,X,X,X,10,9,6
Bernardin Tony,1086189,Smarves,CO S2H,9,9,8,8,7,7,10,10,9,9,9,9,9,9,9,8,8,7,10,10,9,9,8,8,10,9,9,9,8,7,9,9,9,9,8,8
Bernardin Tony,1086189,Smarves,CO S2H,X,9,9,9,8,8,X,10,10,9,9,8,10,9,9,8,8,7,9,9,9,8,8,7,10,10,9,9,9,8,9,9,9,9,9,9
Nicolai Dorian,1306038,Nice Ac,CO U21H,X,10,10,9,9,9,9,9,9,9,9,8,X,10,9,9,8,8,10,9,9,9,9,9,X,10,9,9,8,8,10,10,10,9,9,9
Nicolai Dorian,1306038,Nice Ac,CO U21H,10,9,9,9,9,9,10,9,9,9,9,8,9,9,9,9,9,9,9,9,8,8,8,7,10,10,9,9,9,8,X,X,10,9,8,8
Mazeau Eric-Jean,1086189,Smarves,CO S3H,X,9,9,8,8,8,X,10,9,9,9,8,10,10,9,9,8,8,10,9,9,8,8,7,9,9,9,9,7,7,10,10,10,8,8,8
Mazeau Eric-Jean,1086189,Smarves,CO S3H,9,9,9,9,8,8,X,10,9,9,9,9,10,9,9,9,9,8,10,10,10,9,9,6,X,10,9,8,8,7,9,9,9,8,8,7
Buthiaux Eric,1306038,Nice Ac,CO S3H,10,10,9,9,9,8,10,9,9,9,9,8,10,10,10,10,9,9,X,X,10,10,10,10,9,9,9,8,8,7,X,X,9,9,9,8
Buthiaux Eric,1306038,Nice Ac,CO S3H,X,X,10,9,8,8,X,9,9,9,9,8,10,10,9,9,9,9,X,X,10,10,9,9,X,X,10,9,8,8,X,X,10,10,9,8
Briere Adrien,0163157,Riom,CO S1H,X,10,9,9,9,9,X,X,10,10,9,9,X,10,10,10,9,9,10,9,9,9,8,8,X,X,X,10,9,9,X,X,X,10,10,9
Briere Adrien,0163157,Riom,CO S1H,X,10,9,9,9,9,X,10,10,10,9,9,X,10,10,9,9,8,X,X,10,9,9,9,X,10,9,9,9,9,X,10,10,9,9,9
